ID,SOURCE,REVIEW BY,REVIEW DATE,REVIEW SUBJECT,text,REVIEW RATING,REVIEW TYPE
4381,Google + HK HILL,Vicky1083,5/31/2016,Very nice and well organized,"Although I am not the religious type, this is one place in Bangalore I have visited multiple times with my friends or family. Simply because they are very happy visiting this place and I am also not averse to it. Splendid architecture, well organized. Extremely neat and clean. Good options without onion and garlic at great and innovative. Enough parking space. Kids will also enjoy. Only callout is that it is somewhat commercialized, selling a lot of things to devotees.",5,MIXED
4382,Google + HK HILL,VicTraveler_99,4/10/2017,Very Interesting for North American visitor,This is a great temple to visit in Bangalore. Recommend to go with someone local so you understand the customs / process.,4,POSITIVE
4383,Google + HK HILL,VIGNESH .S.R,2/1/2016,,Every one must visit one time. And ur mind plant to visit one more time's..,5,POSITIVE
4384,Google + HK HILL,vignesh kumar,5/22/2017,NA,One of the largest and famous temple in Bangalore. People's likes to visit this place.,5,POSITIVE
4385,Trip Advisor,Vignesh M,4/28/2017,NA,super temple,5,POSITIVE
4386,Trip Advisor,Vignesh. O,8/10/2017,NA,Wow!,4,POSITIVE
4387,Trip Advisor,Vigneshwaran_M_K,12/20/2016,An tough competition to Tirupati devasthanam,"A group of vaishnava's have started a trust called hare Rama hare Krishna which has established ISKCON in various places in India. The temple is an finest example of art and delegance, but the trust is what makes it from calling it divine to somewhat an tourist spot. The only good factor is that people are allowed to have dharshan first and then they are made to go on an shopping spree. They are made to go through the shopping spot and are not allowed to break the line to exit. The worst thing is they sell everything like an bazaar and even for eatables u will get everything ranging from samosa's to puffs and even north indian. Annadanam is available for free at selected time intervals. There is also an hotel which is available during the temple hours. The temple closes at 1PM and reopens at 4 PM and is available till 9 PM. Do visit the place atleast once.",4,NEUTRAL
4388,Google + HK HILL,vigyagupta,6/28/2015,Splendid temple,Top class infrastructure..One of the properly planned temples in the ISKCON chain. It is huge & stunning from inside.,4,POSITIVE
4389,Trip Advisor,Vihang S,3/12/2017,Peace for the mind..,"A place where GOD recedes (actually it's everywhere ) is a place where one cane open his heart.. among her busy schedule places like ISKCON temple help us to be momentarily be with one self and help us talk to our soul. A small journey where we sharing of joy or sorrow can bring tears.. At ISKON, people are working hard and trying their best for everyone to get the darshan of Radhe - Krishna : the eternal beautiful friendship or love..",5,POSITIVE
4390,Facebook,VIJAI DAS B,2/14/2017,NA,Beautiful modern temple right in the heart of city. Can get an almost 360 degree view of temple from metro!,5,POSITIVE
4391,Google + HK HILL,Vijay B,2/9/2017,Nice temple,In early morning we visited this radha Krishna temple really very nice atmosphere with very neat & clean temple And we entered to the temple and spent near about hours there .it is really nice temple.,5,POSITIVE
4392,Trip Advisor,Vijay Bhutani,6/17/2016,NA,"A beautiful Lord Krishna temple,worth seeing.Very well managed.",5,POSITIVE
4393,Trip Advisor,Vijay Enigmas,11/14/2016,NA,"Good place, well maintenance. But they are restricted exits, one have to go through all the shops by queues. Compare ...",4,POSITIVE
4394,Google + HK HILL,Vijay K,7/9/2015,?Beautiful structure?,"Its a nice & spacious place, and yet too commercialized. You have dedicated meditation hall and it gives each one their own space in being themself. But too many glittery elements to distract your view. Personally i couldnt get ""Bhakthi (devotion)"" here but would love to visit this place frequently. http://www.tripadvisor.in/ShowUserReviews-g297628-d325162-r287057381-ISKCON_Sri_Radha_Krishna_Chandra_Temple-Bengaluru_Bangalore_Karnataka.html#",4,MIXED
4395,Google + HK HILL,Vijay K,6/15/2016,Magnificent Temple,Very grand and clean. Nicely maintained. The decoration is great and so is the whole setup within the temple. Food court is amazing. Lots of tasty items from many cuisines. Annadanam coupons are given after the food court. It would be better to give it before the food court.,5,POSITIVE
4396,Facebook,Vijay Kalam,9/15/2016,NA,Good,5,POSITIVE
4397,Facebook,vijay krishna,11/10/2016,NA,"One of the best place to know about old Bangalore, they have photos inside",5,POSITIVE
4398,Trip Advisor,Vijay Kumar Viji,7/9/2017,NA,Hare Krishna Hare Krishna krishna krishna Hare Hare Hare Rama Hare Rama Rama Rama Hare Hare,1,POSITIVE
4399,Google + HK HILL,Vijay Rathod,6/29/2015,,Govinda Govinda Govinda,2,POSITIVE
4400,Facebook,Vijay S,12/9/2016,Amazing temple with lot of attractions,Nice place to visit on a weekend which can combine both religious and attractions. I went along with parents & kids and both had something to look forward for.,5,POSITIVE
4401,Google + HK HILL,Vijay S,11/22/2015,,"One of the holiest place, one can feel very good vibes all over and a place to visit",5,POSITIVE
4402,Google + HK HILL,Vijay S Patil,7/23/2015,,"Very nice temple & peace....,",5,POSITIVE
4403,Facebook,Vijay Selva,12/9/2015,,Very nice,5,POSITIVE
4404,Trip Advisor,vijay sharma,4/14/2017,NA,Peace full place and actually darsan of krishna God,5,POSITIVE
4405,Trip Advisor,Vijay Sonar,6/11/2017,NA,Iskcon Temple is so beautiful construction and architecture This Temple donated to you positively Energy Hare Krishna Hare Rama Jai Shree Krishna Jai Shree Rama,5,POSITIVE
4406,Trip Advisor,Vijay_Kotak,5/29/2014,"Hare Rama Hare Krishna in Huge, Peaceful, Clean temple with Shopping and Food",This was the biggest ISKON temple so far I have visited. Very peaceful and clean and lot of steps. Temple with many shopping and food options. It has nice restaurant with good food. One more restaurant is in the campus with buffet option.,4,POSITIVE
4407,Trip Advisor,Vijayalphonse,3/26/2015,"It's all the money, honey","I did the mistake of taking some of my expat friends there as they had heard about it and wanted to see it. From the time we stepped in to the time we left, there were various people who approached them for donations. They were also forced to go through the process of climbing the steps, chanting etc which they were very uncomfortable with. Things are sold everywhere, even inside the temple where the deity is placed. It seems to be very commercially oriented and there was no feeling of holiness or anything at all when I was there with my friends.",2,NEGATIVE
4408,Trip Advisor,Vijayanarasimha... B,7/11/2017,"""The temple is located on a hilly rock and well organised and well maintained.At least you should spend 90 min to 120 min""","Apart from the beautiful temple the place has got good parking facilities and all other amenities like toilet, restaurant etc",4,POSITIVE
4409,Trip Advisor,Vijayashankar,12/19/2014,Calm place to meditate,"Hindus must visit this serene location at Bangalore. 108 steps of Hare Rama Hare Krishna was wonderful.There is a prasadam place, with multiple snack option too.Parking is tough. You need to park in the slope, with top care. Better go by taxi.",5,POSITIVE
4410,Trip Advisor,Vijayendra R,9/12/2016,Place for worship and food,Very Clean place for worship. Food in Higher Taste- Vegetarian food- excellent. Lot of choice. Moderate charges for the spread.,5,POSITIVE
4411,Facebook,vijayknagariya,11/24/2016,A very well maintained temple complex,"this is a temple deicated to lord krishna, it is a huge structure . it has a very efficient visitor management system. it offers a sumptous prasadam which is made in a hygenic manner.",4,POSITIVE
4412,Trip Advisor,Vijaykrishna R,6/29/2016,interesting temple...,"The ISKON temple is definitely worth a visit. Sitting atop a hill, the architecture is an interesting blend of the modern and traditional. You climb a series of stairs and once you enter the sanctum, it's a beautiful sight to behold. There are beautiful painting from the Bhagwatgita and you can spend time admiring these or in contemplation. Once you leave the space and get to the exit, you are unfortunately hit by a relentless array of shopping and food, which I felt was a little too excessive; but the fact that the funds are generated for the upkeep and the numerous charity projects, is probably a reasonable reason to excuse the same. On premises is also the Higher Taste restaurant, which specializes in Satvik vegetarian and is recommended",4,POSITIVE
4413,Trip Advisor,Vijaykumar Mahto,1/22/2015,,Iskon Bangalore inschut ie very happy for you have been on your new house jay sei Radhe Krisna,5,POSITIVE
4414,Facebook,VijayPratap0522,7/11/2015,?one of the best Krishna temple in India?,Go for peace and addend the evening aarti. Even some good camps are organized by temple admins. Good place to energized yourself after busy schedule. Must visit if you are in Bangalore.,5,POSITIVE
4415,Trip Advisor,VijayshreeGattani,5/29/2016,Comforting!,This place is so clean and organised. As soon as you enter a blanket of peace takes over. The evening aarti is mesmerizing i just went in trance. You dont feel like leaving the place. I heard the prasadam is great too though i could not have it myself. Beautiful experience.,4,POSITIVE
4416,Trip Advisor,Vijendar Reddy,6/13/2017,NA,"Nice place to visit Cool place, evening time the temple will beautiful look",5,POSITIVE
4417,Trip Advisor,Vijesh N,6/26/2015,Peaceful Place but God is Commodity here!!!,"Amazing place to be!!! Very calm and peaceful,But i do find almost every way of business here, though at one point it came across to me that God is commodity now. Though i also came to know that all the revenue generated through these small kiosks inside the temple will be utilized on poor sections of society, after that i don't mind even if god is commodity here!!!",4,POSITIVE
4418,Google + HK HILL,Vikalp S,5/2/2014,Nice and monumental Temple... Peace is the mantra here,"I went Iskcon temple recently and This visit was after 10 years. I love this place due its dignity and feeling of peace here. I completely agree the temple is modern style and seems it is commercial but if you just keep in mind that you are only considering the good things like ample space, cleanliness and environment. you will love it. Evening and morning view is very nice from temple as it is on high altitude. I will still keep must visit place in Bangalore. you should try to go during Aarti [Prayer] time then you feel how much people having faith in this temple. Security people not necessary understand english then take help of local. Please considerate on dressing as this is religious place and people are having sentiments. Specially for females, temple authority advise them to in formal dress rather than party dresses. This is no hard and fast rule for dressing. Have a nice time in temple!!!",5,POSITIVE
4419,Google + HK HILL,vikas chowdhary,6/21/2017,NA,"Nice place to hangout with family and friends. Cool and pleasent atmosphere. All varieties of sweet and snacks available. Starting , dresses and handicrafts in the name of lord available.",5,POSITIVE
4420,Facebook,Vikas Gupta,6/8/2017,NA,"Grand, clean and peaceful temple with ample parking available inside the temple. You need between 1-2 hour to take a tour of entire temple with the facilities available. Keep chanting Hare Ram Hare Krishna for the inner peace while trying to make your way in. Disciplined queues however inside the main temple it can get a bit crowded specially during the festivals. Lot of eating options.",5,POSITIVE
4421,Facebook,vikas kumar,7/8/2017,NA,"Peace place, well maintained near metro station Mahalakshmi",4,POSITIVE
4422,Google + HK HILL,Vikas Kumar,5/16/2015,,Haray ram Haray krishna krishna krishna haray haray.,5,POSITIVE
4423,Google + HK HILL,Vikas Nagar,3/15/2015,,Iskon Tampal World Of Famous And Hindu God Of indians,5,POSITIVE
4424,Google + HK HILL,Vikas NS,6/21/2017,NA,Best place to find peace.! very close to bus stop and metro.,4,POSITIVE
4425,Google + HK HILL,Vikas Rao,6/14/2017,NA,"Very clean, nice structure and divine",4,POSITIVE
4426,Facebook,Vikas Rayiparambil,4/19/2017,NA,"Very nice temple, lots of parking space still not enough in rush hours... Idols are so beautiful and so nicely decorate",4,POSITIVE
